# BUSCO version is: 3.0.1 
# The lineage dataset is: metazoa_odb9 (Creation date: 2016-02-13, number of species: 65, number of BUSCOs: 978)
# To reproduce this run: python run_BUSCO.py -i platy.falcon.fa -o busco_platy_falcon_pacbio -l /g/arendt/kevin/Genome_Analysis/BUSCO/BUSCO_lineages/metazoa_odb9/ -m genome -c 1 --long -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG091G0YZ0	Complete	000201F	578635	600225	100.2	89
EOG091G0Z43	Complete	000159F	659585	685300	59.7	48
EOG091G0Z4E	Complete	007675F	10864	31955	122.1	115
EOG091G0Z6N	Missing
EOG091G0Z6Z	Complete	002514F	135702	146538	130.1	84
EOG091G0Z7J	Missing
EOG091G0ZDR	Duplicated	002114F	85981	104075	162.7	138
EOG091G0ZDR	Duplicated	005175F	59322	69672	154.9	140
EOG091G0ZEJ	Complete	000561F	74002	75430	107.6	130
EOG091G0ZLI	Complete	000068F	38151	56467	131.2	75
EOG091G0ZLQ	Missing
EOG091G0ZNH	Missing
EOG091G0ZRG	Complete	005516F	11585	30640	175.1	121
EOG091G0ZTA	Complete	007102F	10203	22745	158.9	152
EOG091G0ZUA	Complete	006649F	31025	34729	160.1	100
EOG091G0ZWE	Complete	000271F	419452	429410	192.8	95
EOG091G105E	Complete	001354F	70908	74422	155.8	111
EOG091G107U	Duplicated	001973F	81423	88091	125.5	75
EOG091G107U	Duplicated	008909F	32411	36116	139.5	79
EOG091G1081	Complete	000490F	314558	318630	98.7	87
EOG091G10CG	Complete	005709F	14812	17545	166.6	79
EOG091G10FG	Missing
EOG091G10IX	Complete	000542F	353502	378833	158.4	112
EOG091G10MO	Complete	000224F	227551	230018	105.6	96
EOG091G10O5	Complete	004937F	46475	70163	246.8	258
EOG091G10SA	Duplicated	000311F	136811	139478	124.5	75
EOG091G10SA	Duplicated	005228F	103495	106551	124.5	75
EOG091G10SJ	Missing
EOG091G112U	Complete	000065F	918654	926537	135.3	89
EOG091G113O	Complete	000797F	152865	164150	102.8	73
EOG091G1144	Missing
EOG091G114S	Complete	014786F	4726	19700	114.2	55
EOG091G115J	Complete	009133F	23657	41823	140.6	153
EOG091G116R	Complete	002597F	108566	113761	119.0	70
EOG091G11CG	Complete	000075F	473483	480972	150.3	85
EOG091G11CO	Missing
EOG091G11IM	Complete	000179F	605040	610549	125.8	112
EOG091G11O6	Duplicated	000633F	103244	117590	183.0	91
EOG091G11O6	Duplicated	015275F	7516	8425	184.1	91
EOG091G11OU	Complete	005463F	60034	63861	115.0	104
EOG091G11PB	Complete	000138F	461703	483057	390.5	376
EOG091G11QL	Complete	000058F	1392774	1394432	110.3	67
EOG091G126L	Complete	000122F	845281	857787	119.7	88
EOG091G126R	Complete	001452F	63384	78538	144.9	102
EOG091G1285	Complete	000134F	120365	123313	93.2	67
EOG091G12A5	Missing
EOG091G1311	Duplicated	002437F	17973	22105	111.2	60
EOG091G1311	Duplicated	005072F	8448	25395	109.9	54
EOG091G132G	Complete	000017F	741573	767183	319.1	271
EOG091G134K	Duplicated	001261F	232987	238923	181.1	112
EOG091G134K	Duplicated	008748F	37211	54200	179.1	98
EOG091G13IJ	Complete	016315F	4440	26345	189.0	145
EOG091G13NA	Complete	011821F	34169	48774	97.0	83
EOG091G13P1	Complete	003312F	138475	151338	196.3	256
EOG091G13XF	Fragmented	000420F	235658	239334	68.2	42
EOG091G141O	Complete	000110F	1028553	1036758	187.8	210
EOG091G1422	Complete	010518F	4966	16061	168.9	114
EOG091G1467	Complete	001219F	111076	131052	318.2	268
EOG091G146E	Complete	000038F	395793	416902	77.9	57
EOG091G14DH	Missing
EOG091G1549	Missing
EOG091G15HS	Complete	005337F	61245	65069	221.1	203
EOG091G15HV	Missing
EOG091G15KV	Complete	000068F	274895	296176	109.9	106
EOG091G15N9	Complete	004626F	9386	10434	124.6	87
EOG091G15XS	Missing
EOG091G15XZ	Complete	011447F	34751	37088	122.7	73
EOG091G167Y	Complete	006143F	51093	58600	155.2	105
EOG091G16EY	Duplicated	004099F	103866	114475	94.8	108
EOG091G16EY	Duplicated	007875F	65494	78963	99.6	100
EOG091G1757	Complete	001333F	62187	81649	111.5	84
EOG091G17I3	Missing
EOG091G17J4	Duplicated	003078F	75746	78473	115.2	61
EOG091G17J4	Duplicated	011804F	12383	16495	118.7	80
EOG091G17K3	Complete	007102F	31896	39150	101.8	57
EOG091G1817	Complete	008377F	14846	49237	446.8	595
EOG091G184V	Complete	000088F	1005633	1007468	125.9	134
EOG091G18B1	Missing
EOG091G18BK	Complete	000130F	386180	390262	107.7	114
EOG091G18YA	Fragmented	000159F	695270	718284	64.9	67
EOG091G18Z5	Complete	000911F	196747	204014	66.9	73
EOG091G197A	Complete	000294F	523912	537010	174.8	94
EOG091G19WY	Complete	019386F	1365	10167	93.3	95
EOG091G19Y2	Missing
EOG091G1A1V	Missing
EOG091G1A3H	Complete	000804F	284958	300553	127.3	167
EOG091G1AP6	Complete	015049F	5305	30016	139.4	119
EOG091G1BQN	Complete	014669F	8489	17355	143.4	126
EOG091G1CLN	Duplicated	002550F	85687	105756	77.2	40
EOG091G1CLN	Duplicated	006251F	32166	50738	83.1	41
